timestamp,event,details
11:04:08,object_detection_integrated,{'objects_count': 5}
11:04:09,api.generate_image.succeeded,"{'global_caption': ""a scene featuring a brown-haired stocky man in a white shirt and brown pants wearing sunglasses holding a map with one hand while putting his other hand inside his pocket with a silver watch, a fat woman with a T-shirt with various colors of flowers printed on it and blue short pants holding a paper cup with her left hand while her right hand is holding a silver suitcase and also wearing small earrings, a brown-haired stocky Latin man with a bright green T-shirt and brown short pants putting both of his hands inside his pants' pockets with a silver watch only on his left hand, a slim woman taking a picture with her camera while holding her straw hat and wearing a sky blue dress and sandals, and yellow European-style buildings that seem famous to tourists for their antique style."", 'region_count': 5, 'has_image': True, 'detected_objects_count': 5, 'image_path': 'output/P7/2025-08-20_11-04-08/image.png', 'image_with_layout_path': 'output/P7/2025-08-20_11-04-08/image_with_layout.png', 'timestamp_dir': 'output/P7/2025-08-20_11-04-08', 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:04:09,baselineboard.imagegen.succeeded,"{'durationMs': 28016.90000000596, 'image_size': 478382, 'global_caption': ""a scene featuring a brown-haired stocky man in a white shirt and brown pants wearing sunglasses holding a map with one hand while putting his other hand inside his pocket with a silver watch, a fat woman with a T-shirt with various colors of flowers printed on it and blue short pants holding a paper cup with her left hand while her right hand is holding a silver suitcase and also wearing small earrings, a brown-haired stocky Latin man with a bright green T-shirt and brown short pants putting both of his hands inside his pants' pockets with a silver watch only on his left hand, a slim woman taking a picture with her camera while holding her straw hat and wearing a sky blue dress and sandals, and yellow European-style buildings that seem famous to tourists for their antique style."", 'refined_caption': ['a brown-haired stocky man in a white shirt and brown pants wearing sunglasses is holding a map with one hand while putting his other hand inside his pocket with a silver watch', 'a fat woman with a T-shirt with various colors of flowers printed on it and blue short pants is holding a paper cup with her left hand while her right hand is holding a silver suitcase and also wearing small earrings', ""a brown-haired stocky Latin man with a bright green T-shirt and brown short pants putting both of his hands inside his pants' pockets with a silver watch only on his left hand"", 'a slim woman taking a picture with her camera while holding her straw hat and wearing a sky blue dress and sandals', 'yellow European-style buildings that seem famous to tourists for their antique style'], 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:05:06,system_completed,"{'system': 'system1', 'completion_time': '2025-08-20T11:05:06.126Z', 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:08:00,system_survey_completed,"{'system_type': 'system1', 'language': 'ko', 'responses': {'mental_demand': 2, 'temporal_demand': 1, 'performance': 6, 'effort': 4, 'frustration': 2, 'exploration': 2, 'engagement': 6, 'effort_reward': 5, 'expressiveness': 5, 'transparency': 6, 'dg1_clarity': 3, 'dg2_prompt_to_image': 3, 'dg2_image_to_prompt': 1, 'dg3_reusability': 1, 'dg3_selective_edit': 1}, 'additional_feedback': '처음 그림을 받고 나서 개선하고자 하는 부분에 단어를 추가하거나 강조하는 방식으로 진행했는데 생각보다 반영이 되지 않아 처음 생성했을 때의 만족감보다 수정이 어렵다는 느낌을 받았다.', 'completion_time': '2025-08-20T11:08:00.093Z', 'system_usage_duration': 1160044, 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:08:24,layout_board.new_box_positioned,"{'position': {'x': 57.447914123535156, 'y': 304.44791412353516}, 'screen_position': {'x': 120, 'y': 347}, 'board_type': 'advanced', 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:09:57,api.generate_text_to_graph.succeeded,"{'objects_count': 4, 'relationships_count': 3, 'root_object': 'object1', 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:10:27,instance_selected,"{'instance_id': 'instance-e31a7f32-eead-426d-b28e-f76cad91bda6', 'instance_label': 'man', 'is_from_class': False, 'class_id': None, 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:11:01,object_node.edit.saved,"{'object_id': 'object5', 'object_name': 'new object', 'edit_mode': 'name', 'new_value': 'black artist hat', 'is_class_mode': False, 'parent_instance_id': 'instance-e31a7f32-eead-426d-b28e-f76cad91bda6', 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:11:01,object_node.edit.cancelled,"{'object_id': 'object5', 'object_name': 'new object', 'edit_mode': 'name', 'is_class_mode': False, 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:11:11,object_node.connection_drag.completed,"{'source_object_id': 'object1', 'target_object_id': 'object5', 'source_parent_id': 'instance-e31a7f32-eead-426d-b28e-f76cad91bda6', 'target_parent_id': 'instance-e31a7f32-eead-426d-b28e-f76cad91bda6', 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:11:25,relationship_node.edited,"{'relationship_id': 'object1-object5', 'source_object_id': 'object1', 'target_object_id': 'object5', 'old_relation': 'connected to', 'new_relation': 'wearing', 'source_object_name': 'man', 'target_object_name': 'black artist hat', 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:11:29,object_node.edit.saved,"{'object_id': 'object5', 'object_name': 'black artist hat', 'edit_mode': 'adding', 'new_value': 'black', 'is_class_mode': False, 'parent_instance_id': 'instance-e31a7f32-eead-426d-b28e-f76cad91bda6', 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:11:29,object_node.edit.cancelled,"{'object_id': 'object5', 'object_name': 'black artist hat', 'edit_mode': 'adding', 'is_class_mode': False, 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:11:36,object_node.edit.saved,"{'object_id': 'object5', 'object_name': 'black artist hat', 'edit_mode': 'name', 'new_value': 'hat', 'is_class_mode': False, 'parent_instance_id': 'instance-e31a7f32-eead-426d-b28e-f76cad91bda6', 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:11:36,object_node.edit.cancelled,"{'object_id': 'object5', 'object_name': 'black artist hat', 'edit_mode': 'name', 'is_class_mode': False, 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:11:43,object_node.edit.saved,"{'object_id': 'object5', 'object_name': 'hat', 'edit_mode': 'adding', 'new_value': 'artist style', 'is_class_mode': False, 'parent_instance_id': 'instance-e31a7f32-eead-426d-b28e-f76cad91bda6', 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:11:43,object_node.edit.cancelled,"{'object_id': 'object5', 'object_name': 'hat', 'edit_mode': 'adding', 'is_class_mode': False, 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:12:27,api.generate_scene_graph_to_text.succeeded,"{'text_length': 96, 'generated_text': 'A white old man wearing a grey cardigan, white shirt, black pants, and a black artist-style hat.', 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:12:28,instance.updated,"{'instance_id': 'instance-e31a7f32-eead-426d-b28e-f76cad91bda6', 'instance_label': 'man', 'text_changed': False, 'graph_changed': True, 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:12:28,instance_selected,"{'instance_id': 'instance-e31a7f32-eead-426d-b28e-f76cad91bda6', 'instance_label': 'man', 'is_from_class': False, 'class_id': None, 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:12:33,class.created,"{'class_id': 'class-2773a934-f8f1-4be0-b7ea-b898f9402485', 'class_name': 'man Class', 'placeholder_count': 5, 'created_from': 'man', 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:12:33,instance_selected,"{'instance_id': 'instance-e31a7f32-eead-426d-b28e-f76cad91bda6', 'instance_label': 'man', 'is_from_class': True, 'class_id': 'class-2773a934-f8f1-4be0-b7ea-b898f9402485', 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:12:33,api.generate_placeholders.succeeded,"{'object_count': 5, 'unique_value_count': 10, 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:12:34,class_library_toggle,"{'expanded': True, 'class_count': 1, 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:14:20,api.generate_scene_graph_to_text.succeeded,"{'text_length': 49, 'generated_text': 'A brown-haired woman in a flower-patterned dress.', 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:14:20,api.generate_instance_label_from_description.succeeded,"{'generated_label': 'Woman', 'original_text': 'A brown-haired woman in a flower-patterned dress.', 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:14:20,instance.created_from_class,"{'instance_id': 'instance-45b6c4d0-7b0f-467c-8c05-028ebf2b7812', 'class_id': 'class-2773a934-f8f1-4be0-b7ea-b898f9402485', 'instance_label': 'Woman', 'has_text_description': True, 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:14:20,instance_selected,"{'instance_id': 'instance-e31a7f32-eead-426d-b28e-f76cad91bda6', 'instance_label': 'man', 'is_from_class': True, 'class_id': 'class-2773a934-f8f1-4be0-b7ea-b898f9402485', 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:14:29,instance_selected,"{'instance_id': 'instance-45b6c4d0-7b0f-467c-8c05-028ebf2b7812', 'instance_label': 'Woman', 'is_from_class': True, 'class_id': 'class-2773a934-f8f1-4be0-b7ea-b898f9402485', 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:16:12,api.generate_scene_graph_to_text.succeeded,"{'text_length': 71, 'generated_text': 'A brown-haired man in a bright blue polo T-shirt and brown short pants.', 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:16:13,api.generate_instance_label_from_description.succeeded,"{'generated_label': 'Man', 'original_text': 'A brown-haired man in a bright blue polo T-shirt a', 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:16:13,instance_selected,"{'instance_id': 'instance-45b6c4d0-7b0f-467c-8c05-028ebf2b7812', 'instance_label': 'Woman', 'is_from_class': True, 'class_id': 'class-2773a934-f8f1-4be0-b7ea-b898f9402485', 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:16:13,instance.created_from_class,"{'instance_id': 'instance-329fa7cb-e216-4f66-a5a4-7381a3751f8f', 'class_id': 'class-2773a934-f8f1-4be0-b7ea-b898f9402485', 'instance_label': 'Man', 'has_text_description': True, 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:16:20,instance_selected,"{'instance_id': 'instance-329fa7cb-e216-4f66-a5a4-7381a3751f8f', 'instance_label': 'Man', 'is_from_class': True, 'class_id': 'class-2773a934-f8f1-4be0-b7ea-b898f9402485', 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:16:32,object_node.edit.saved,"{'object_id': 'object2', 'object_name': 'polo T shirts', 'edit_mode': 'adding', 'new_value': 'polo style', 'is_class_mode': False, 'parent_instance_id': 'instance-329fa7cb-e216-4f66-a5a4-7381a3751f8f', 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:16:32,object_node.edit.cancelled,"{'object_id': 'object2', 'object_name': 'polo T shirts', 'edit_mode': 'adding', 'is_class_mode': False, 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:16:37,object_node.edit.cancelled,"{'object_id': 'object2', 'object_name': 'polo T shirts', 'edit_mode': 'name', 'is_class_mode': False, 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:16:37,object_node.edit.saved,"{'object_id': 'object2', 'object_name': 'polo T shirts', 'edit_mode': 'name', 'new_value': 'T shirts', 'is_class_mode': False, 'parent_instance_id': 'instance-329fa7cb-e216-4f66-a5a4-7381a3751f8f', 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:16:46,relationship_node.edited,"{'relationship_id': 'object1-object4', 'source_object_id': 'object1', 'target_object_id': 'object4', 'old_relation': 'wearing', 'new_relation': 'holding', 'source_object_name': 'man', 'target_object_name': '-', 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:17:03,object_node.edit.saved,"{'object_id': 'object4', 'object_name': '-', 'edit_mode': 'name', 'new_value': 'tray', 'is_class_mode': False, 'parent_instance_id': 'instance-329fa7cb-e216-4f66-a5a4-7381a3751f8f', 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:17:03,object_node.edit.cancelled,"{'object_id': 'object4', 'object_name': '-', 'edit_mode': 'name', 'is_class_mode': False, 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:17:11,object_node.edit.saved,"{'object_id': 'object6', 'object_name': 'new object', 'edit_mode': 'name', 'new_value': 'water bottles', 'is_class_mode': False, 'parent_instance_id': 'instance-329fa7cb-e216-4f66-a5a4-7381a3751f8f', 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
11:17:11,object_node.edit.cancelled,"{'object_id': 'object6', 'object_name': 'new object', 'edit_mode': 'name', 'is_class_mode': False, 'session_id': 'f4f51ef5-bb84-4469-a68f-04a3780fd0af', 'user_id': 'P7'}"
