,timestamp,id,event,details,id_group
289,2000-01-01 01:54:49,instance-16c56a32-06f2-4fa5-9e2b-bd7da5842240-resizable,layout.node.moved,"{'nodeId': 'instance-16c56a32-06f2-4fa5-9e2b-bd7da5842240-resizable', 'newPos': {'x': 367, 'y': 29}, 'session_id': '5a569202-eeea-41bb-9e3a-68dda74fa20c', 'user_id': 'P2'}",2
290,2000-01-01 01:54:50,instance-2b75c4bb-d457-4a02-8099-68d3c8a16ea7-resizable,layout.node.moved,"{'nodeId': 'instance-2b75c4bb-d457-4a02-8099-68d3c8a16ea7-resizable', 'newPos': {'x': 182.9453125, 'y': 238}, 'session_id': '5a569202-eeea-41bb-9e3a-68dda74fa20c', 'user_id': 'P2'}",2
291,2000-01-01 01:54:52,instance-2b75c4bb-d457-4a02-8099-68d3c8a16ea7-resizable,layoutboard.node.resizable.resized,"{'nodeId': 'instance-2b75c4bb-d457-4a02-8099-68d3c8a16ea7-resizable', 'prevSize': {'width': 142, 'height': 224}, 'newSize': {'width': 155, 'height': 256}, 'delta': {'width': 13, 'height': 32}, 'linkedSizeNodeIds': [], 'session_id': '5a569202-eeea-41bb-9e3a-68dda74fa20c', 'user_id': 'P2'}",2
292,2000-01-01 01:54:54,instance-16c56a32-06f2-4fa5-9e2b-bd7da5842240-resizable,layout.node.moved,"{'nodeId': 'instance-16c56a32-06f2-4fa5-9e2b-bd7da5842240-resizable', 'newPos': {'x': 362, 'y': 229}, 'session_id': '5a569202-eeea-41bb-9e3a-68dda74fa20c', 'user_id': 'P2'}",2
293,2000-01-01 01:54:56,instance-16c56a32-06f2-4fa5-9e2b-bd7da5842240,layout.node.moved,"{'nodeId': 'instance-16c56a32-06f2-4fa5-9e2b-bd7da5842240', 'newPos': {'x': 358, 'y': 232}, 'session_id': '5a569202-eeea-41bb-9e3a-68dda74fa20c', 'user_id': 'P2'}",2
294,2000-01-01 01:54:59,instance-16c56a32-06f2-4fa5-9e2b-bd7da5842240-resizable,layout.node.moved,"{'nodeId': 'instance-16c56a32-06f2-4fa5-9e2b-bd7da5842240-resizable', 'newPos': {'x': 348, 'y': 233}, 'session_id': '5a569202-eeea-41bb-9e3a-68dda74fa20c', 'user_id': 'P2'}",2
295,2000-01-01 01:55:00,instance-16c56a32-06f2-4fa5-9e2b-bd7da5842240-resizable,layoutboard.node.resizable.resized,"{'nodeId': 'instance-16c56a32-06f2-4fa5-9e2b-bd7da5842240-resizable', 'prevSize': {'width': 50, 'height': 50}, 'newSize': {'width': 160, 'height': 267}, 'delta': {'width': 110, 'height': 217}, 'linkedSizeNodeIds': [], 'session_id': '5a569202-eeea-41bb-9e3a-68dda74fa20c', 'user_id': 'P2'}",2
296,2000-01-01 01:55:06,instance-2b75c4bb-d457-4a02-8099-68d3c8a16ea7-resizable,layout.node.moved,"{'nodeId': 'instance-2b75c4bb-d457-4a02-8099-68d3c8a16ea7-resizable', 'newPos': {'x': 177.9453125, 'y': 238}, 'session_id': '5a569202-eeea-41bb-9e3a-68dda74fa20c', 'user_id': 'P2'}",2
297,2000-01-01 01:55:34,,api.generate_image.succeeded,"{'global_caption': 'a scene featuring a small village in the forest, a small rabbit, sad and wearing a blue jacket with tears in its eyes, a happy small rabbit wearing a green shirt with tears in its eyes, and a small happy rabbit wearing a pink shirt with tears in its eyes.', 'region_count': 4, 'has_image': True, 'detected_objects_count': 2, 'image_path': 'output/P2/2025-08-23_01-55-33/image.png', 'image_with_layout_path': 'output/P2/2025-08-23_01-55-33/image_with_layout.png', 'timestamp_dir': 'output/P2/2025-08-23_01-55-33', 'session_id': '5a569202-eeea-41bb-9e3a-68dda74fa20c', 'user_id': 'P2'}",2
298,2000-01-01 01:56:26,instance-2b75c4bb-d457-4a02-8099-68d3c8a16ea7,instance.updated,"{'instance_id': 'instance-2b75c4bb-d457-4a02-8099-68d3c8a16ea7', 'instance_label': 'rabbit', 'text_changed': False, 'graph_changed': True, 'session_id': '5a569202-eeea-41bb-9e3a-68dda74fa20c', 'user_id': 'P2'}",2
299,2000-01-01 01:56:32,instance-16c56a32-06f2-4fa5-9e2b-bd7da5842240,instance.updated,"{'instance_id': 'instance-16c56a32-06f2-4fa5-9e2b-bd7da5842240', 'instance_label': 'Rabbit', 'text_changed': False, 'graph_changed': True, 'session_id': '5a569202-eeea-41bb-9e3a-68dda74fa20c', 'user_id': 'P2'}",2
300,2000-01-01 01:56:37,instance-6502b88c-cca3-4c9d-8b28-8c543c3816b7,instance.updated,"{'instance_id': 'instance-6502b88c-cca3-4c9d-8b28-8c543c3816b7', 'instance_label': 'Rabbit', 'text_changed': False, 'graph_changed': True, 'session_id': '5a569202-eeea-41bb-9e3a-68dda74fa20c', 'user_id': 'P2'}",2
301,2000-01-01 01:57:03,,api.generate_image.succeeded,"{'global_caption': 'a scene featuring a small village in the forest, a small rabbit, sad and confident, wearing a blue jacket with tears in its eyes, a happy small confident rabbit wearing a green shirt with tears in its eyes, and a small happy confident rabbit wearing a pink shirt with tears in its eyes.', 'region_count': 4, 'has_image': True, 'detected_objects_count': 4, 'image_path': 'output/P2/2025-08-23_01-57-02/image.png', 'image_with_layout_path': 'output/P2/2025-08-23_01-57-02/image_with_layout.png', 'timestamp_dir': 'output/P2/2025-08-23_01-57-02', 'session_id': '5a569202-eeea-41bb-9e3a-68dda74fa20c', 'user_id': 'P2'}",2
302,2000-01-01 01:57:09,,scene_saved,"{'slotNumber': 3, 'instanceCount': 4, 'nodeCount': 8, 'edgeCount': 0, 'session_id': '5a569202-eeea-41bb-9e3a-68dda74fa20c', 'user_id': 'P2'}",2
303,2000-01-01 01:58:52,class-6e251dd6-7b8d-4ae1-a103-8c1b41f9de91,class.updated,"{'class_id': 'class-6e251dd6-7b8d-4ae1-a103-8c1b41f9de91', 'class_name': 'rabbit Class', 'placeholder_count': 3, 'object_count': 3, 'session_id': '5a569202-eeea-41bb-9e3a-68dda74fa20c', 'user_id': 'P2'}",2
304,2000-01-01 01:59:08,class-6e251dd6-7b8d-4ae1-a103-8c1b41f9de91,class.updated,"{'class_id': 'class-6e251dd6-7b8d-4ae1-a103-8c1b41f9de91', 'class_name': 'rabbit Class', 'placeholder_count': 3, 'object_count': 3, 'session_id': '5a569202-eeea-41bb-9e3a-68dda74fa20c', 'user_id': 'P2'}",2
305,2000-01-01 02:00:14,instance-2b75c4bb-d457-4a02-8099-68d3c8a16ea7,instance.updated,"{'instance_id': 'instance-2b75c4bb-d457-4a02-8099-68d3c8a16ea7', 'instance_label': 'rabbit', 'text_changed': False, 'graph_changed': True, 'session_id': '5a569202-eeea-41bb-9e3a-68dda74fa20c', 'user_id': 'P2'}",2
306,2000-01-01 02:00:35,instance-2b75c4bb-d457-4a02-8099-68d3c8a16ea7,instance.updated,"{'instance_id': 'instance-2b75c4bb-d457-4a02-8099-68d3c8a16ea7', 'instance_label': 'rabbit', 'text_changed': False, 'graph_changed': True, 'session_id': '5a569202-eeea-41bb-9e3a-68dda74fa20c', 'user_id': 'P2'}",2
307,2000-01-01 02:00:55,class-6e251dd6-7b8d-4ae1-a103-8c1b41f9de91,class.updated,"{'class_id': 'class-6e251dd6-7b8d-4ae1-a103-8c1b41f9de91', 'class_name': 'rabbit Class', 'placeholder_count': 3, 'object_count': 3, 'session_id': '5a569202-eeea-41bb-9e3a-68dda74fa20c', 'user_id': 'P2'}",2
308,2000-01-01 02:01:34,,api.generate_image.succeeded,"{'global_caption': 'a scene featuring a small village in the forest, a small rabbit, sad and confident, wearing a blue, dirty jacket, with tears in its eyes, a happy small confident rabbit wearing a green shirt, with tears in its eyes, and a small, happy, confident rabbit wearing a pink shirt, with tears in its eyes', 'region_count': 4, 'has_image': True, 'detected_objects_count': 8, 'image_path': 'output/P2/2025-08-23_02-01-34/image.png', 'image_with_layout_path': 'output/P2/2025-08-23_02-01-34/image_with_layout.png', 'timestamp_dir': 'output/P2/2025-08-23_02-01-34', 'session_id': '5a569202-eeea-41bb-9e3a-68dda74fa20c', 'user_id': 'P2'}",2
309,2000-01-01 02:02:27,instance-16c56a32-06f2-4fa5-9e2b-bd7da5842240,instance.updated,"{'instance_id': 'instance-16c56a32-06f2-4fa5-9e2b-bd7da5842240', 'instance_label': 'Rabbit', 'text_changed': False, 'graph_changed': True, 'session_id': '5a569202-eeea-41bb-9e3a-68dda74fa20c', 'user_id': 'P2'}",2
310,2000-01-01 02:04:54,instance-2b75c4bb-d457-4a02-8099-68d3c8a16ea7,instance.updated,"{'instance_id': 'instance-2b75c4bb-d457-4a02-8099-68d3c8a16ea7', 'instance_label': 'rabbit', 'text_changed': True, 'graph_changed': False, 'session_id': '5a569202-eeea-41bb-9e3a-68dda74fa20c', 'user_id': 'P2'}",2
